"","carat","cut","color","clarity","depth","table","price","x","y","z"
"3615",0.92,"Premium","J","VS2",60.9,62,3091,6.31,6.26,3.83
"3616",0.72,"Ideal","F","VS1",61.1,56,3294,5.79,5.76,3.53
"3617",0.76,"Very Good","H","IF",62.6,57,3367,5.8,5.83,3.64
"3618",0.71,"Premium","D","VS2",60.3,62,3077,5.76,5.69,3.45
"3619",0.24,"Premium","H","VVS1",60.8,59,554,4.02,4,2.44
"3620",0.72,"Ideal","D","VS2",62.7,56,3219,5.71,5.78,3.6
"3621",0.78,"Very Good","G","VS2",61.3,60,3012,5.89,5.96,3.63
"3622",1.01,"Premium","H","SI2",61.9,61,3394,6.34,6.29,3.91
"3623",0.72,"Ideal","H","VVS1",62.2,57,3075,5.72,5.75,3.57
"3624",0.8,"Premium","H","VS1",62,60,2935,5.92,5.86,3.65
"3625",0.9,"Ideal","H","SI2",62.6,57,3548,6.16,6.07,3.83
"3626",0.7,"Ideal","F","VS1",61.6,55,3399,5.68,5.71,3.51
"3627",0.56,"Very Good","D","VVS1",60.1,58,2959,5.36,5.42,3.24
"3628",0.78,"Ideal","G","VS2",61.1,56,3343,5.89,5.96,3.62
"3629",0.76,"Ideal","H","VVS1",62.1,56,3363,5.81,5.89,3.63
"3630",0.73,"Premium","D","SI1",60.8,55,2865,5.87,5.81,3.55
"3631",0.71,"Ideal","F","VS1",62.3,55,3281,5.74,5.76,3.58
"3632",0.81,"Ideal","H","SI1",61.4,56,3446,6,6.05,3.7
"3633",0.74,"Ideal","D","VS2",61.9,56,3087,5.84,5.79,3.6
"3634",0.71,"Very Good","G","VVS2",61.2,58,3113,5.68,5.72,3.49
"3635",0.9,"Very Good","F","SI1",61.6,56,3724,6.14,6.2,3.8
"3636",1.01,"Good","E","I1",63.8,57,3032,6.4,6.33,4.06
"3637",0.71,"Ideal","D","VS2",62,57,3153,5.69,5.73,3.54
"3638",0.82,"Ideal","H","VS2",59.5,57,2870,6.12,6.09,3.63
"3639",0.89,"Very Good","F","SI2",60.2,60,3356,6.18,6.21,3.73
"3640",0.79,"Ideal","D","SI1",61.2,56,3185,6.02,5.95,3.66
"3641",0.9,"Premium","F","SI2",60.1,59,3704,6.31,6.24,3.77
"3642",0.7,"Premium","D","VS2",62.4,56,2859,5.72,5.66,3.55
"3643",0.87,"Very Good","H","SI1",62.2,57,3180,6.05,6.11,3.78
"3644",0.8,"Very Good","F","SI1",62.6,58,2862,5.9,5.92,3.7
"3645",0.7,"Ideal","D","SI1",60.7,56,2872,5.72,5.75,3.48
"3646",0.91,"Very Good","E","SI2",62.5,59,3632,6.16,6.23,3.87
"3647",0.83,"Ideal","E","SI2",61.9,53,3103,6.04,6.08,3.75
"3648",0.74,"Ideal","F","VS1",62.3,57,3170,5.79,5.77,3.6
"3649",1.03,"Fair","I","SI2",65.3,55,2884,6.32,6.27,4.11
"3650",0.9,"Premium","F","SI2",61.1,54,3457,6.29,6.27,3.84
"3651",0.7,"Premium","D","VVS2",61.5,60,3210,5.71,5.64,3.49
"3652",0.7,"Very Good","F","VVS1",63.3,62,3204,5.67,5.57,3.56
"3653",0.72,"Ideal","E","SI2",62.4,57,2939,5.71,5.74,3.57
"3654",0.79,"Ideal","F","SI1",61.3,56,3163,5.96,6.01,3.67
"3655",1.01,"Very Good","G","SI1",62,63,3137,6.34,6.25,3.9
"3656",0.3,"Ideal","E","SI1",62.3,57,564,4.28,4.32,2.68
"3657",0.7,"Ideal","D","VS1",62.5,57,3287,5.64,5.68,3.54
"3658",0.32,"Premium","G","VS2",61.5,60,561,4.4,4.42,2.71
"3659",0.8,"Ideal","F","SI1",61.5,54,2890,6.07,6,3.71
"3660",1.03,"Good","J","SI2",56.2,62,3188,6.69,6.73,3.77
"3661",0.75,"Very Good","E","VS1",61.5,54,3314,5.88,5.82,3.6
"3662",0.9,"Good","H","SI1",60.5,64,3125,6.18,6.11,3.72
"3663",0.72,"Ideal","G","VS2",61.7,55,3344,5.72,5.79,3.55
"3664",1,"Good","E","SI2",64.3,58,3450,6.18,6.11,3.95
"3665",0.7,"Very Good","F","VVS2",62.5,58,3247,5.63,5.67,3.53
"3666",0.95,"Fair","J","SI1",58,66,3154,6.5,6.46,3.76
"3667",0.7,"Premium","E","VS2",60.7,62,2822,5.72,5.68,3.46
"3668",0.9,"Good","J","VS2",57.9,63,3423,6.32,6.35,3.67
"3669",0.27,"Very Good","G","VVS1",62.5,56,566,4.14,4.16,2.59
"3670",0.72,"Ideal","E","SI1",60.8,55,2869,5.77,5.84,3.53
"3671",0.9,"Premium","G","SI2",62.1,58,3246,6.13,6.08,3.79
"3672",0.71,"Ideal","F","VS1",62.1,57,3066,5.73,5.76,3.57
"3673",0.73,"Ideal","G","SI1",61.7,57,3089,5.78,5.81,3.57
"3674",0.71,"Ideal","G","VVS2",61.5,57,2893,5.73,5.75,3.53
"3675",0.75,"Ideal","G","SI1",61.8,55,3171,5.81,5.84,3.6
"3676",0.75,"Ideal","D","SI1",62.3,57,2903,5.83,5.8,3.62
"3677",0.79,"Ideal","H","SI1",61.4,56,3167,5.93,5.96,3.65
"3678",0.7,"Premium","G","VVS2",60.6,60,2999,5.77,5.69,3.47
"3679",0.72,"Ideal","F","VS2",62,56,2943,5.77,5.75,3.57
"3680",0.62,"Ideal","F","VVS1",61.9,56,3499,5.46,5.48,3.38
"3681",0.56,"Ideal","D","VVS1",61.9,56,3496,5.32,5.28,3.28
"3682",0.93,"Premium","G","SI2",61.4,56,3019,6.27,6.23,3.84
"3683",0.7,"Ideal","H","VS1",61.2,55,3185,5.71,5.76,3.51
"3684",1,"Premium","F","I1",62.4,59,3344,6.34,6.38,3.97
"3685",0.72,"Ideal","E","SI1",62.7,55,2886,5.64,5.69,3.55
"3686",0.78,"Good","D","VS2",64,54,3298,5.82,5.86,3.74
"3687",0.81,"Ideal","F","SI1",61.5,57,3422,6.01,6.06,3.71
"3688",0.7,"Premium","F","VVS1",63,60,3204,5.62,5.59,3.53
"3689",1,"Fair","H","SI2",67.7,60,2875,6.11,5.98,4.09
"3690",0.86,"Premium","H","VS2",61.3,59,3082,6.17,6.1,3.76
"3691",0.3,"Ideal","F","VS2",61.7,58,573,4.28,4.31,2.65
"3692",1.01,"Premium","D","SI2",58,60,3604,6.58,6.53,3.8
"3693",0.73,"Ideal","G","VS2",61.7,56,3154,5.79,5.81,3.58
"3694",0.41,"Good","G","SI2",63.7,55,570,4.7,4.75,3.01
"3695",0.71,"Good","F","VVS2",58.9,61,2960,5.8,5.9,3.44
"3696",0.7,"Very Good","D","VS1",62.9,60,3231,5.57,5.62,3.52
"3697",0.29,"Ideal","F","VS1",61.6,56,555,4.26,4.31,2.64
"3698",0.7,"Ideal","E","VS1",60.5,56,3419,5.78,5.83,3.51
"3699",0.82,"Ideal","F","VS2",61.9,57,3514,5.96,5.99,3.7
"3700",0.91,"Good","G","SI2",63.6,59,3282,6.15,6.11,3.9
"3701",0.34,"Ideal","I","VS1",61.8,55,555,4.48,4.52,2.78
"3702",0.71,"Ideal","F","VS2",61.5,55,3516,5.74,5.77,3.54
"3703",0.9,"Very Good","I","SI1",60.6,56,3730,6.23,6.28,3.79
"3704",0.71,"Premium","H","IF",62.9,60,3349,5.74,5.67,3.59
"3705",1.11,"Fair","H","SI2",64.4,58,3730,6.55,6.5,4.2
"3706",0.9,"Premium","F","SI2",61.9,62,3210,6.12,6.07,3.77
"3707",0.73,"Very Good","H","VVS1",60.4,59,2772,5.83,5.89,3.54
"3708",0.9,"Very Good","G","SI1",63.5,59,3649,6.07,6.11,3.87
"3709",0.72,"Very Good","E","VS2",63.2,58,2923,5.67,5.72,3.6
"3710",0.71,"Ideal","F","VS1",61.5,57,3404,5.7,5.74,3.52
"3711",0.7,"Ideal","D","VS2",61,57,2859,5.76,5.74,3.51
"3712",0.96,"Ideal","F","I1",60.7,55,2801,6.37,6.41,3.88
"3713",0.75,"Ideal","E","VS2",62.4,57,3263,5.76,5.81,3.61
"3714",0.61,"Ideal","E","VVS2",62.4,53.6,2907,5.42,5.45,3.39
"3715",0.9,"Good","I","SI1",63.8,57,2823,6.06,6.13,3.89
"3716",0.79,"Very Good","D","SI2",63.2,57,3081,5.81,5.86,3.69
"3717",0.74,"Very Good","E","VS2",62.8,58,3323,5.73,5.76,3.61
"3718",1.02,"Good","J","SI2",62.2,61,3639,6.41,6.48,4.01
"3719",1.03,"Ideal","F","I1",61.1,55,3507,6.54,6.51,3.99
"3720",0.32,"Premium","G","VS2",60.7,58,561,4.38,4.42,2.67
"3721",0.9,"Very Good","G","SI2",62.2,60,3256,6.09,6.2,3.82
"3722",0.7,"Ideal","G","VVS2",59.9,58,3234,5.78,5.8,3.47
"3723",0.74,"Ideal","I","VS2",61.9,55,2997,5.8,5.83,3.6
"3724",1.01,"Good","I","SI2",61.8,62,3399,6.28,6.35,3.9
"3725",1,"Fair","H","SI2",65.1,58,3640,6.27,6.15,4.05
"3726",1.05,"Ideal","J","VS1",60.6,56,3528,6.59,6.55,3.98
"3727",0.74,"Ideal","G","VS1",61.5,55,2780,5.81,5.86,3.59
"3728",0.83,"Very Good","F","SI2",61.9,56,2939,5.99,6.02,3.72
"3729",0.9,"Good","H","SI1",63.8,57,3201,6.07,6.13,3.89
"3730",1.02,"Premium","G","SI2",61.8,58,3496,6.47,6.4,3.98
"3731",1.05,"Premium","H","SI2",61.7,59,3352,6.59,6.53,4.05
"3732",0.85,"Ideal","E","SI1",61.8,54,3167,6.1,6.14,3.78
"3733",0.71,"Premium","F","VS1",62.7,59,2839,5.7,5.62,3.55
"3734",0.74,"Ideal","E","VS2",62.6,56,3036,5.73,5.81,3.61
"3735",0.75,"Very Good","E","SI1",63.1,56,2868,5.78,5.7,3.62
"3736",0.9,"Very Good","I","VS1",63.2,57,3484,6.1,6.05,3.84
"3737",0.71,"Very Good","F","VS2",62.8,57,2777,5.64,5.69,3.56
"3738",0.73,"Premium","E","VS1",61.2,58,3311,5.83,5.77,3.55
"3739",1,"Fair","F","SI2",65.1,60,3740,6.19,6.1,4
"3740",0.75,"Good","E","VS2",62.6,58,3084,5.73,5.78,3.6
"3741",0.71,"Ideal","E","VS2",61.3,56,3553,5.76,5.79,3.54
"3742",0.73,"Premium","E","VS1",61.3,59,2870,5.81,5.78,3.55
"3743",0.78,"Ideal","E","VS2",61.7,55,3601,5.92,6,3.68
"3744",0.77,"Ideal","G","VS2",61.8,54,3300,5.91,5.94,3.66
"3745",0.8,"Ideal","F","SI1",61,56,3082,6.05,5.98,3.67
"3746",0.9,"Very Good","I","SI2",61.5,61,3057,6.13,6.16,3.78
"3747",0.22,"Premium","F","SI1",60.4,61,342,3.88,3.84,2.33
"3748",0.85,"Very Good","D","SI1",60.3,57,3669,6.09,6.22,3.71
"3749",0.54,"Ideal","D","VVS2",61.5,55,2848,5.25,5.29,3.24
"3750",1,"Good","I","SI1",64.3,57,3360,6.29,6.25,4.03
"3751",0.81,"Ideal","H","VS1",61.8,58,3257,5.97,6.04,3.71
"3752",0.71,"Very Good","F","VS2",61.3,61,2860,5.68,5.73,3.5
"3753",1.02,"Ideal","H","SI2",62,56,3713,6.4,6.34,3.95
"3754",0.77,"Premium","H","VS1",61.3,60,2789,5.9,5.88,3.61
"3755",0.89,"Good","E","SI2",61.6,60.9,3284,6.13,6.24,3.82
"3756",0.73,"Ideal","G","VVS2",62.2,55,3183,5.74,5.77,3.58
"3757",0.79,"Very Good","F","SI1",63,54,2904,5.91,5.94,3.73
"3758",0.88,"Very Good","H","VS2",63.2,57,3472,6.08,6.15,3.87
"3759",0.72,"Ideal","H","VVS2",60.9,57,2869,5.79,5.77,3.52
"3760",0.72,"Ideal","G","VS1",62.4,59,3035,5.71,5.74,3.57
"3761",0.74,"Premium","E","VS1",61.2,58,3312,5.88,5.82,3.58
"3762",0.73,"Ideal","E","VS1",60.9,55.8,3660,5.8,5.85,3.55
"3763",0.71,"Ideal","D","VS1",60.9,57,3518,5.74,5.76,3.5
"3764",0.77,"Good","G","VS1",59.4,64,2788,5.97,5.92,3.53
"3765",0.74,"Ideal","E","VS2",62.7,54,2984,5.8,5.77,3.63
"3766",0.8,"Very Good","D","VS2",60.6,63,3419,5.94,5.9,3.59
"3767",1.14,"Fair","J","SI2",64.4,55,3403,6.56,6.54,4.22
"3768",0.32,"Premium","G","VS2",62.5,60,561,4.32,4.38,2.72
"3769",0.72,"Ideal","H","VS1",61.5,55,3274,5.77,5.85,3.56
"3770",1.04,"Premium","G","I1",62.2,58,2801,6.46,6.41,4
"3771",0.51,"Ideal","D","IF",62,56,3446,5.14,5.18,3.2
"3772",0.71,"Ideal","E","SI1",61.1,57,3128,5.75,5.77,3.52
"3773",0.55,"Ideal","D","VVS2",60.8,56,3468,5.29,5.32,3.23
"3774",0.31,"Premium","J","VS1",61.8,59,408,4.31,4.33,2.67
"3775",0.9,"Very Good","E","SI2",63.7,56,3482,6.08,6.13,3.89
"3776",0.8,"Very Good","H","VVS1",61.9,56,3737,5.93,5.96,3.69
"3777",1,"Fair","J","VS2",65.3,61,3422,6.33,6.13,4.03
"3778",0.72,"Premium","F","VS1",58.8,60,2838,5.91,5.89,3.47
"3779",0.7,"Ideal","D","SI1",60.7,56,2822,5.75,5.72,3.48
"3780",1,"Premium","I","SI1",62.2,62,3360,6.39,6.33,3.96
"3781",0.74,"Premium","D","SI1",62.4,59,3036,5.73,5.8,3.6
"3782",0.65,"Ideal","E","VVS2",62.1,57,3023,5.55,5.6,3.46
"3783",0.9,"Very Good","G","SI2",61.2,57,3391,6.19,6.23,3.8
"3784",0.7,"Very Good","G","IF",63,59,3725,5.58,5.62,3.53
"3785",1.04,"Ideal","E","SI2",59,57,3588,6.65,6.6,3.91
"3786",0.81,"Ideal","F","SI1",61.9,57,2977,5.98,6.01,3.71
"3787",0.7,"Ideal","G","VS2",61.9,56,3253,5.68,5.7,3.52
"3788",0.71,"Ideal","G","VS1",61.7,57,3431,5.7,5.75,3.53
"3789",0.73,"Very Good","F","VS1",62,57,3200,5.73,5.75,3.56
"3790",0.7,"Premium","E","VS2",60.2,60,2822,5.73,5.7,3.44
"3791",0.72,"Very Good","E","VVS2",59.3,60,3374,5.87,5.83,3.47
"3792",1.01,"Ideal","H","SI2",61.6,56,3501,6.48,6.44,3.98
"3793",0.71,"Very Good","E","VS2",60.7,58,3217,5.73,5.81,3.5
"3794",0.7,"Ideal","E","VVS2",62.2,54,3585,5.68,5.74,3.55
"3795",0.71,"Ideal","G","VVS2",61.7,57,3307,5.72,5.74,3.53
"3796",1.01,"Very Good","I","SI1",63.1,58,3563,6.38,6.33,4.01
"3797",0.27,"Ideal","G","IF",61.6,57,566,4.18,4.21,2.58
"3798",0.76,"Ideal","H","VS2",61.4,57,3038,5.85,5.88,3.6
"3799",0.7,"Very Good","D","SI1",61.1,58,2768,5.66,5.73,3.48
"3800",0.31,"Very Good","D","SI1",60.2,56,571,4.37,4.4,2.64
"3801",1.02,"Very Good","F","SI2",63.3,56,3018,6.38,6.31,4.02
"3802",0.28,"Ideal","G","VVS2",61.4,56,553,4.19,4.22,2.58
"3803",0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
"3804",0.81,"Ideal","F","SI2",62.3,54,3053,5.94,5.98,3.72
"3805",0.86,"Very Good","I","VS1",61.2,58,2905,6.1,6.16,3.75
"3806",0.73,"Ideal","D","VS2",61.4,56,3467,5.81,5.78,3.56
"3807",0.83,"Very Good","D","SI2",63.1,57,2918,5.95,5.9,3.74
"3808",0.61,"Ideal","D","VVS1",62.3,54,3625,5.4,5.45,3.38
"3809",1.03,"Premium","F","SI2",62.2,60,3668,6.47,6.45,4.02
"3810",0.82,"Premium","E","SI2",60.8,60,2824,6.05,6.03,3.67
"3811",0.73,"Ideal","D","SI1",61.4,56,2995,5.78,5.82,3.56
"3812",0.9,"Good","J","VVS2",57.4,61,3193,6.42,6.37,3.67
"3813",0.95,"Premium","J","VVS2",62.6,59,3669,6.23,6.26,3.91
"3814",0.76,"Ideal","H","VVS1",61.8,57,3423,5.82,5.86,3.61
"3815",0.7,"Premium","D","VS1",62.5,59,3365,5.69,5.64,3.54
"3816",0.8,"Premium","H","SI1",61.5,58,2760,5.97,5.93,3.66
"3817",0.8,"Very Good","H","VS1",60.9,57,3273,5.98,6.02,3.65
"3818",0.73,"Ideal","H","IF",61.6,55,3378,5.8,5.82,3.58
"3819",0.68,"Ideal","E","VS1",61.3,55,3243,5.67,5.71,3.49
"3820",0.81,"Premium","I","VVS2",61.9,60,2795,5.91,5.86,3.64
"3821",0.34,"Ideal","E","SI1",62.6,55,565,4.46,4.49,2.8
"3822",0.32,"Very Good","G","VS2",62.6,58,561,4.37,4.39,2.74
"3823",0.76,"Ideal","H","SI1",61.2,57,2765,5.88,5.91,3.61
"3824",0.5,"Good","D","IF",63.2,59,3378,4.99,5.04,3.17
"3825",0.82,"Very Good","D","SI1",63.1,58,2954,5.97,5.95,3.76
"3826",0.9,"Good","H","SI1",61.4,60,3730,6.06,6.12,3.74
"3827",0.9,"Good","H","SI2",64.3,58,3114,5.97,6.03,3.86
"3828",0.9,"Good","D","SI2",63.5,62,3425,6.09,6.13,3.88
"3829",0.74,"Ideal","G","SI1",61.3,55,2852,5.85,5.86,3.59
"3830",0.6,"Very Good","F","VVS1",61.2,58,3333,5.42,5.46,3.33
"3831",0.71,"Premium","F","VS2",62.1,58,2777,5.67,5.7,3.53
"3832",0.71,"Premium","E","SI1",61.8,59,2792,5.7,5.75,3.54
"3833",0.73,"Premium","F","VS1",62.7,56,2961,5.75,5.73,3.6
"3834",0.26,"Very Good","E","VVS1",62.6,59,554,4.06,4.09,2.55
"3835",0.71,"Premium","E","VS1",61.1,58,3006,5.8,5.76,3.53
"3836",0.74,"Ideal","H","VS1",61.6,56,2797,5.81,5.82,3.58
"3837",0.64,"Ideal","D","VS1",61.5,56,2787,5.54,5.55,3.41
"3838",0.9,"Good","F","SI2",57.9,62,3470,6.23,6.35,3.64
"3839",0.72,"Ideal","H","VS1",61.6,56,3274,5.76,5.79,3.55
"3840",1.04,"Premium","G","SI2",62.8,59,3564,6.47,6.42,4.05
"3841",0.83,"Ideal","F","SI1",62.1,55,3254,6,6.05,3.74
"3842",0.73,"Ideal","F","SI1",62.1,55,2822,5.75,5.78,3.58
"3843",0.9,"Very Good","E","SI1",62.9,57,3510,6.11,6.17,3.86
"3844",0.31,"Very Good","J","SI1",58.1,62,353,4.44,4.47,2.59
"3845",0.72,"Premium","G","VS2",62.9,57,2795,5.73,5.65,3.58
"3846",0.82,"Ideal","I","VS1",61.3,57,3113,6.02,6.07,3.7
"3847",0.9,"Very Good","G","SI2",64.2,60,3437,6.02,6.09,3.89
"3848",0.73,"Premium","E","SI1",61.3,58,2821,5.83,5.76,3.55
"3849",0.71,"Very Good","G","VS1",59.3,55,2994,5.88,5.95,3.51
"3850",0.72,"Ideal","G","VS2",61.3,56,2960,5.77,5.81,3.55
"3851",0.7,"Very Good","F","VVS2",58.5,60,3028,5.82,5.94,3.44
"3852",0.31,"Ideal","H","VS1",61.6,54.8,557,4.35,4.37,2.69
"3853",0.91,"Ideal","H","SI2",60.3,57,3423,6.27,6.31,3.79
"3854",0.9,"Premium","H","SI1",60,56,3629,6.33,6.27,3.78
"3855",0.79,"Premium","H","VVS2",62.6,58,2827,5.96,5.9,3.71
"3856",0.71,"Premium","F","VS1",58.6,62,3082,5.88,5.82,3.43
"3857",0.94,"Good","I","SI2",63.8,60,3134,6.14,6.21,3.94
"3858",0.73,"Premium","F","VS1",60.7,61,3211,5.79,5.75,3.5
"3859",0.78,"Very Good","H","VS1",61.9,57.1,2854,5.87,5.95,3.66
"3860",1.08,"Ideal","J","SI2",61.8,57,3537,6.56,6.58,4.06
"3861",1.03,"Premium","G","I1",60.8,57,3073,6.55,6.51,3.97
"3862",0.32,"Ideal","D","SI1",61.3,55,558,4.41,4.46,2.72
"3863",0.74,"Ideal","F","SI1",61.2,56,2889,5.83,5.87,3.58
"3864",0.71,"Very Good","F","VS1",61.8,60,3017,5.66,5.7,3.51
"3865",0.78,"Ideal","D","SI2",61.4,57,3454,5.91,5.94,3.64
"3866",0.9,"Very Good","H","SI2",63.1,60,2972,6.14,6.09,3.86
"3867",0.78,"Premium","F","SI1",60.8,60,2826,5.97,5.94,3.62
"3868",0.8,"Ideal","G","SI1",61.3,57,2867,5.96,5.91,3.64
"3869",0.75,"Very Good","H","VVS1",60.6,58,2806,5.85,5.9,3.56
"3870",0.9,"Very Good","G","SI2",62,59,3445,6.14,6.19,3.82
"3871",0.5,"Very Good","D","IF",62.9,59,3378,4.99,5.09,3.17
"3872",0.99,"Fair","I","SI2",68.1,56,2811,6.21,6.06,4.18
"3873",0.83,"Ideal","F","SI1",60.7,57,3290,6.02,6.1,3.68
"3874",0.72,"Premium","D","VS2",60.2,60,3045,5.76,5.81,3.48
"3875",0.91,"Good","H","SI1",63.9,60,3425,6.13,6.08,3.9
"3876",0.79,"Ideal","G","SI1",61.6,55,2944,5.96,5.98,3.68
"3877",0.73,"Ideal","I","VVS1",61.8,57,3239,5.75,5.77,3.56
"3878",0.85,"Ideal","G","SI1",61.6,55,3023,6.09,6.11,3.76
"3879",0.72,"Ideal","H","VS1",61.8,55,3167,5.78,5.81,3.58
"3880",0.71,"Ideal","D","VS2",62.5,55,3217,5.71,5.74,3.58
"3881",0.74,"Ideal","I","VS1",61.1,57,2947,5.83,5.86,3.57
"3882",0.75,"Very Good","F","SI2",59.8,56,2840,5.85,5.92,3.52
"3883",0.27,"Very Good","G","IF",60.8,57,566,4.2,4.22,2.56
"3884",0.75,"Premium","F","VS2",59.6,59,2835,6.04,5.94,3.57
"3885",0.7,"Very Good","E","VVS2",60.7,56,3295,5.77,5.82,3.52
"3886",1.27,"Ideal","I","I1",62.3,56,3328,6.91,6.86,4.29
"3887",0.77,"Ideal","D","SI1",61.4,56,2996,5.9,5.93,3.63
"3888",1.08,"Ideal","F","I1",61.8,56,3168,6.64,6.62,4.1
"3889",0.35,"Ideal","H","VS2",61.7,56,571,4.55,4.59,2.82
"3890",0.64,"Ideal","E","VVS2",62.1,53,3157,5.51,5.54,3.43
"3891",0.79,"Ideal","E","SI1",61.9,55,3256,5.97,5.89,3.67
"3892",0.21,"Premium","E","SI1",59.8,61,326,3.89,3.84,2.31
"3893",1.08,"Premium","H","I1",61.7,59,3118,6.54,6.59,4.05
"3894",0.75,"Ideal","G","VS2",61.6,55,3073,5.86,5.89,3.62
"3895",0.9,"Good","F","SI1",63.9,58,3604,6.12,6.08,3.9
"3896",0.73,"Very Good","E","VS2",63.1,55,3066,5.77,5.71,3.62
"3897",0.92,"Premium","H","SI1",62,60,3555,6.27,6.21,3.87
"3898",0.73,"Ideal","E","VS2",61.6,56,3429,5.8,5.82,3.58
"3899",0.7,"Very Good","G","VVS2",61.8,60,2936,5.63,5.69,3.5
"3900",0.72,"Very Good","H","VS1",60.6,63,2782,5.83,5.76,3.51
"3901",0.71,"Ideal","I","VS1",61.6,56,2965,5.71,5.75,3.53
"3902",0.81,"Ideal","E","SI2",63,56,2901,5.95,5.9,3.73
"3903",1.07,"Good","F","I1",64.3,59,3415,6.42,6.37,4.11
"3904",0.95,"Very Good","J","SI1",63.4,55,3154,6.25,6.21,3.95
"3905",0.77,"Ideal","D","SI1",62.5,56,3345,5.86,5.91,3.68
"3906",0.9,"Ideal","H","SI2",62,57,3578,6.17,6.19,3.83
"3907",0.98,"Very Good","H","SI2",63.4,57,3091,6.41,6.32,4.04
"3908",0.32,"Ideal","H","VS1",61.8,55,561,4.41,4.42,2.73
"3909",0.9,"Very Good","H","SI1",63.3,58,3500,6.04,6.13,3.85
"3910",0.73,"Ideal","F","VVS2",62.2,54,3193,5.8,5.75,3.59
"3911",0.9,"Good","H","SI2",60.4,61,3114,6.14,6.22,3.73
"3912",0.98,"Premium","F","SI2",62.3,56,3485,6.44,6.35,3.98
"3913",1.04,"Fair","G","SI2",66.1,60,3564,6.32,6.23,4.15
"3914",0.71,"Premium","G","IF",61.9,58,3545,5.74,5.77,3.56
"3915",0.31,"Good","D","VS2",63.6,56,567,4.26,4.32,2.73
"3916",0.9,"Good","F","SI2",63.2,59,3116,6.06,6.13,3.85
"3917",0.9,"Ideal","I","SI2",61.9,57,2909,6.19,6.13,3.81
"3918",0.84,"Premium","E","SI2",59.2,59,3086,6.19,6.14,3.65
"3919",0.84,"Very Good","G","VS2",62,56,3535,6.07,6.09,3.77
"3920",1.1,"Premium","I","SI2",62.4,59,3696,6.55,6.51,4.08
"3921",0.7,"Ideal","H","VS1",61,56,3185,5.75,5.79,3.51
"3922",1.01,"Premium","H","SI2",60.9,59,3394,6.42,6.35,3.89
"3923",0.9,"Good","H","SI2",62.4,61,3160,6.03,6.11,3.79
"3924",0.7,"Very Good","E","VS1",61.5,56,2967,5.69,5.75,3.52
"3925",1.05,"Premium","I","SI2",58.3,57,2911,6.72,6.67,3.9
"3926",0.8,"Very Good","F","VS1",62.6,57,3720,5.9,5.98,3.72
"3927",0.72,"Very Good","E","SI1",63.3,56,3183,5.67,5.71,3.6
"3928",0.7,"Ideal","H","VS2",61.9,56,3656,5.68,5.73,3.53
"3929",0.9,"Good","D","SI2",60.3,64,3473,6.14,6.1,3.69
"3930",1,"Fair","H","SI1",65.5,62,2873,6.14,6.07,4
"3931",0.7,"Premium","D","VS1",62.5,60,3471,5.62,5.67,3.53
"3932",0.86,"Premium","F","SI2",61.8,58,2980,6.12,6.15,3.79
"3933",1.01,"Premium","F","SI2",60.2,61,3563,6.49,6.43,3.89
"3934",0.7,"Very Good","F","VS2",61.3,54,2928,5.72,5.76,3.52
"3935",0.7,"Very Good","D","VS2",60.6,60,3668,5.71,5.75,3.47
"3936",1,"Good","D","SI2",64,59,3569,6.24,6.29,4.01
"3937",1.13,"Ideal","F","I1",62.2,55,3542,6.63,6.68,4.14
"3938",0.72,"Ideal","D","SI1",61.8,56,2883,5.75,5.81,3.57
"3939",0.9,"Premium","I","VS2",62.6,62,3292,6.13,6.04,3.81
"3940",0.7,"Very Good","G","VVS2",63.3,59,2905,5.59,5.62,3.55
"3941",0.71,"Fair","F","IF",58.7,62,3205,5.87,5.81,3.43
"3942",0.74,"Very Good","G","SI1",62.2,59,2762,5.73,5.82,3.59
"3943",0.9,"Very Good","H","SI2",59.5,63,3105,6.31,6.26,3.74
"3944",1.01,"Premium","J","SI2",61.7,58,3499,6.4,6.44,3.96
"3945",0.9,"Premium","F","SI2",58.4,62,3629,6.37,6.34,3.71
"3946",0.92,"Ideal","J","VS1",62.4,56,3332,6.23,6.19,3.88
"3947",1.04,"Good","J","SI2",64.2,59,3425,6.47,6.38,4.13
"3948",0.72,"Premium","E","VS2",62.5,59,3024,5.73,5.7,3.57
"3949",0.71,"Premium","F","VS2",58,62,2803,5.85,5.81,3.38
"3950",0.93,"Very Good","G","SI2",62.7,57,3738,6.21,6.26,3.91
"3951",0.74,"Premium","F","VS2",61.9,56,2805,5.8,5.77,3.58
"3952",1.05,"Premium","J","VS2",59.4,62,3593,6.66,6.58,3.93
"3953",0.77,"Very Good","D","SI1",58.6,59,3160,6,6.04,3.53
"3954",0.31,"Very Good","G","VS2",62.6,56,559,4.33,4.37,2.72
"3955",0.72,"Very Good","F","VS2",63,54,2784,5.69,5.73,3.6
"3956",0.7,"Premium","D","VS1",61.6,60,3229,5.63,5.6,3.46
"3957",1,"Good","I","SI2",63.9,60,3528,6.3,6.26,4.01
"3958",0.82,"Very Good","F","SI2",59.7,57,2841,6.12,6.14,3.66
"3959",0.81,"Very Good","E","SI2",62.4,57,2894,5.91,5.99,3.71
"3960",0.31,"Ideal","D","SI1",62.1,56,571,4.33,4.37,2.7
